"Balancing Authority","Local Time at End of Hour","UTC Time at End of Hour","Demand Forecast (MW)","Demand (MW)","Net Generation (MW)","Total Interchange (MW)","Sum(Valid DIBAs) (MW)","Demand (MW) (Imputed)","Net Generation (MW) (Imputed)","Total Interchange (MW) (Imputed)","Demand (MW) (Adjusted)","Net Generation (MW) (Adjusted)","Total Interchange (MW) (Adjusted)","Region"
AECI,05/27/2025 2:00:00 PM,05/27/2025 7:00:00 PM,1901,1914,2530,616,616,,,,1914,2530,616,MIDW
AECI,05/27/2025 3:00:00 PM,05/27/2025 8:00:00 PM,1916,1925,2495,570,570,,,,1925,2495,570,MIDW
AECI,05/27/2025 4:00:00 PM,05/27/2025 9:00:00 PM,1940,1947,2495,548,548,,,,1947,2495,548,MIDW
AECI,05/27/2025 5:00:00 PM,05/27/2025 10:00:00 PM,2004,1976,2673,697,697,,,,1976,2673,697,MIDW
AECI,05/27/2025 6:00:00 PM,05/27/2025 11:00:00 PM,2075,2037,2722,685,685,,,,2037,2722,685,MIDW
AECI,05/27/2025 7:00:00 PM,05/28/2025 12:00:00 AM,2085,2037,2690,653,653,,,,2037,2690,653,MIDW
AECI,05/27/2025 8:00:00 PM,05/28/2025 1:00:00 AM,2019,2026,2730,704,704,,,,2026,2730,704,MIDW
AECI,05/27/2025 9:00:00 PM,05/28/2025 2:00:00 AM,2013,2025,2789,764,764,,,,2025,2789,764,MIDW
AECI,05/27/2025 10:00:00 PM,05/28/2025 3:00:00 AM,1963,1983,2687,704,704,,,,1983,2687,704,MIDW
AECI,05/27/2025 11:00:00 PM,05/28/2025 4:00:00 AM,1779,1801,2501,700,700,,,,1801,2501,700,MIDW
AECI,05/28/2025 12:00:00 AM,05/28/2025 5:00:00 AM,1595,1634,2405,771,771,,,,1634,2405,771,MIDW
AECI,05/28/2025 1:00:00 AM,05/28/2025 6:00:00 AM,1498,1506,2314,808,808,,,,1506,2314,808,MIDW
AECI,05/28/2025 2:00:00 AM,05/28/2025 7:00:00 AM,1437,1428,2317,889,889,,,,1428,2317,889,MIDW
AECI,05/28/2025 3:00:00 AM,05/28/2025 8:00:00 AM,1400,1402,2399,997,997,,,,1402,2399,997,MIDW
AECI,05/28/2025 4:00:00 AM,05/28/2025 9:00:00 AM,1394,1379,2451,1072,1072,,,,1379,2451,1072,MIDW
AECI,05/28/2025 5:00:00 AM,05/28/2025 10:00:00 AM,1427,1421,2496,1075,1075,,,,1421,2496,1075,MIDW
AECI,05/28/2025 6:00:00 AM,05/28/2025 11:00:00 AM,1524,1522,2630,1108,1108,,,,1522,2630,1108,MIDW
AECI,05/28/2025 7:00:00 AM,05/28/2025 12:00:00 PM,1684,1669,2650,981,981,,,,1669,2650,981,MIDW
AECI,05/28/2025 8:00:00 AM,05/28/2025 1:00:00 PM,1764,1783,2739,956,956,,,,1783,2739,956,MIDW
AECI,05/28/2025 9:00:00 AM,05/28/2025 2:00:00 PM,1767,1827,2767,940,940,,,,1827,2767,940,MIDW
AECI,05/28/2025 10:00:00 AM,05/28/2025 3:00:00 PM,1807,1873,2922,1049,1049,,,,1873,2922,1049,MIDW
AECI,05/28/2025 11:00:00 AM,05/28/2025 4:00:00 PM,1853,1890,2993,1103,1103,,,,1890,2993,1103,MIDW
AECI,05/28/2025 12:00:00 PM,05/28/2025 5:00:00 PM,1883,1910,3031,1121,1121,,,,1910,3031,1121,MIDW
AECI,05/28/2025 1:00:00 PM,05/28/2025 6:00:00 PM,1916,1936,3077,1141,1141,,,,1936,3077,1141,MIDW
AECI,05/28/2025 2:00:00 PM,05/28/2025 7:00:00 PM,1953,1998,3163,1165,1165,,,,1998,3163,1165,MIDW
AECI,05/28/2025 3:00:00 PM,05/28/2025 8:00:00 PM,1997,2030,3196,1166,1166,,,,2030,3196,1166,MIDW
AECI,05/28/2025 4:00:00 PM,05/28/2025 9:00:00 PM,2066,2111,3217,1106,1106,,,,2111,3217,1106,MIDW
AECI,05/28/2025 5:00:00 PM,05/28/2025 10:00:00 PM,2149,2175,3031,856,856,,,,2175,3031,856,MIDW
AECI,05/28/2025 6:00:00 PM,05/28/2025 11:00:00 PM,2238,2235,2784,549,549,,,,2235,2784,549,MIDW
AECI,05/28/2025 7:00:00 PM,05/29/2025 12:00:00 AM,2245,2251,2795,544,544,,,,2251,2795,544,MIDW
AECI,05/28/2025 8:00:00 PM,05/29/2025 1:00:00 AM,2168,2187,2846,659,659,,,,2187,2846,659,MIDW
AECI,05/28/2025 9:00:00 PM,05/29/2025 2:00:00 AM,2148,2152,2987,835,835,,,,2152,2987,835,MIDW
AECI,05/28/2025 10:00:00 PM,05/29/2025 3:00:00 AM,2078,2088,3010,922,922,,,,2088,3010,922,MIDW
AECI,05/28/2025 11:00:00 PM,05/29/2025 4:00:00 AM,1870,1892,2733,841,841,,,,1892,2733,841,MIDW
AECI,05/29/2025 12:00:00 AM,05/29/2025 5:00:00 AM,1680,1690,2469,779,779,,,,1690,2469,779,MIDW
AECI,05/29/2025 1:00:00 AM,05/29/2025 6:00:00 AM,1509,1531,2489,958,958,,,,1531,2489,958,MIDW
AECI,05/29/2025 2:00:00 AM,05/29/2025 7:00:00 AM,1451,1450,2608,1158,1158,,,,1450,2608,1158,MIDW
AECI,05/29/2025 3:00:00 AM,05/29/2025 8:00:00 AM,1421,1407,2653,1246,1246,,,,1407,2653,1246,MIDW
AECI,05/29/2025 4:00:00 AM,05/29/2025 9:00:00 AM,1408,1401,2682,1281,1281,,,,1401,2682,1281,MIDW
AECI,05/29/2025 5:00:00 AM,05/29/2025 10:00:00 AM,1451,1425,2742,1317,1317,,,,1425,2742,1317,MIDW
AECI,05/29/2025 6:00:00 AM,05/29/2025 11:00:00 AM,1542,1523,2806,1283,1283,,,,1523,2806,1283,MIDW
AECI,05/29/2025 7:00:00 AM,05/29/2025 12:00:00 PM,1693,1662,2558,896,896,,,,1662,2558,896,MIDW
AECI,05/29/2025 8:00:00 AM,05/29/2025 1:00:00 PM,1786,1775,2651,876,876,,,,1775,2651,876,MIDW
AECI,05/29/2025 9:00:00 AM,05/29/2025 2:00:00 PM,1801,1843,2558,715,715,,,,1843,2558,715,MIDW
AECI,05/29/2025 10:00:00 AM,05/29/2025 3:00:00 PM,1839,1882,2679,797,797,,,,1882,2679,797,MIDW
AECI,05/29/2025 11:00:00 AM,05/29/2025 4:00:00 PM,1896,1917,2639,722,722,,,,1917,2639,722,MIDW
AECI,05/29/2025 12:00:00 PM,05/29/2025 5:00:00 PM,1923,1973,2657,684,684,,,,1973,2657,684,MIDW
AECI,05/29/2025 1:00:00 PM,05/29/2025 6:00:00 PM,1955,1992,2748,756,756,,,,1992,2748,756,MIDW
AECI,05/29/2025 2:00:00 PM,05/29/2025 7:00:00 PM,1993,2001,2820,819,819,,,,2001,2820,819,MIDW
AECI,05/29/2025 3:00:00 PM,05/29/2025 8:00:00 PM,2035,2017,2673,656,656,,,,2017,2673,656,MIDW
AECI,05/29/2025 4:00:00 PM,05/29/2025 9:00:00 PM,2053,2013,2778,765,765,,,,2013,2778,765,MIDW
AECI,05/29/2025 5:00:00 PM,05/29/2025 10:00:00 PM,2084,2027,2854,827,827,,,,2027,2854,827,MIDW
AECI,05/29/2025 6:00:00 PM,05/29/2025 11:00:00 PM,2107,2071,2980,909,909,,,,2071,2980,909,MIDW
AECI,05/29/2025 7:00:00 PM,05/30/2025 12:00:00 AM,2101,2062,3022,960,960,,,,2062,3022,960,MIDW
AECI,05/29/2025 8:00:00 PM,05/30/2025 1:00:00 AM,2044,2020,3075,1055,1055,,,,2020,3075,1055,MIDW
AECI,05/29/2025 9:00:00 PM,05/30/2025 2:00:00 AM,2018,2033,3114,1081,1081,,,,2033,3114,1081,MIDW
AECI,05/29/2025 10:00:00 PM,05/30/2025 3:00:00 AM,1972,1986,2972,986,986,,,,1986,2972,986,MIDW
AECI,05/29/2025 11:00:00 PM,05/30/2025 4:00:00 AM,1810,1828,2839,1011,1011,,,,1828,2839,1011,MIDW
AECI,05/30/2025 12:00:00 AM,05/30/2025 5:00:00 AM,1636,1636,2525,889,889,,,,1636,2525,889,MIDW
AECI,05/30/2025 1:00:00 AM,05/30/2025 6:00:00 AM,1524,1523,2338,815,815,,,,1523,2338,815,MIDW
AECI,05/30/2025 2:00:00 AM,05/30/2025 7:00:00 AM,1453,1473,2398,925,925,,,,1473,2398,925,MIDW
AECI,05/30/2025 3:00:00 AM,05/30/2025 8:00:00 AM,1409,1444,2460,1016,1016,,,,1444,2460,1016,MIDW
AECI,05/30/2025 4:00:00 AM,05/30/2025 9:00:00 AM,1413,1471,2393,922,922,,,,1471,2393,922,MIDW
AECI,05/30/2025 5:00:00 AM,05/30/2025 10:00:00 AM,1450,1520,2301,781,781,,,,1520,2301,781,MIDW
AECI,05/30/2025 6:00:00 AM,05/30/2025 11:00:00 AM,1592,1602,2228,626,626,,,,1602,2228,626,MIDW
AECI,05/30/2025 7:00:00 AM,05/30/2025 12:00:00 PM,1759,1735,2536,801,801,,,,1735,2536,801,MIDW
AECI,05/30/2025 8:00:00 AM,05/30/2025 1:00:00 PM,1843,1816,2883,1067,1067,,,,1816,2883,1067,MIDW
AECI,05/30/2025 9:00:00 AM,05/30/2025 2:00:00 PM,1863,1843,2995,1152,1152,,,,1843,2995,1152,MIDW
AECI,05/30/2025 10:00:00 AM,05/30/2025 3:00:00 PM,1885,1871,3001,1130,1130,,,,1871,3001,1130,MIDW
AECI,05/30/2025 11:00:00 AM,05/30/2025 4:00:00 PM,1908,1929,3058,1129,1129,,,,1929,3058,1129,MIDW
AECI,05/30/2025 12:00:00 PM,05/30/2025 5:00:00 PM,1947,1966,3096,1130,1130,,,,1966,3096,1130,MIDW
AECI,05/30/2025 1:00:00 PM,05/30/2025 6:00:00 PM,2010,2037,3178,1141,1141,,,,2037,3178,1141,MIDW
AECI,05/30/2025 2:00:00 PM,05/30/2025 7:00:00 PM,2088,2098,3136,1038,1038,,,,2098,3136,1038,MIDW
AECI,05/30/2025 3:00:00 PM,05/30/2025 8:00:00 PM,2156,2171,3092,921,921,,,,2171,3092,921,MIDW
AECI,05/30/2025 4:00:00 PM,05/30/2025 9:00:00 PM,2230,2275,3077,802,802,,,,2275,3077,802,MIDW
AECI,05/30/2025 5:00:00 PM,05/30/2025 10:00:00 PM,2321,2347,3064,717,717,,,,2347,3064,717,MIDW
AECI,05/30/2025 6:00:00 PM,05/30/2025 11:00:00 PM,2367,2405,3084,679,679,,,,2405,3084,679,MIDW
AECI,05/30/2025 7:00:00 PM,05/31/2025 12:00:00 AM,2337,2364,3117,753,753,,,,2364,3117,753,MIDW
AECI,05/30/2025 8:00:00 PM,05/31/2025 1:00:00 AM,2233,2239,3030,791,791,,,,2239,3030,791,MIDW
AECI,05/30/2025 9:00:00 PM,05/31/2025 2:00:00 AM,2188,2150,2966,816,816,,,,2150,2966,816,MIDW
AECI,05/30/2025 10:00:00 PM,05/31/2025 3:00:00 AM,2130,2099,2721,622,622,,,,2099,2721,622,MIDW
AECI,05/30/2025 11:00:00 PM,05/31/2025 4:00:00 AM,1953,1953,2337,384,384,,,,1953,2337,384,MIDW
AECI,05/31/2025 12:00:00 AM,05/31/2025 5:00:00 AM,1755,1746,2025,279,279,,,,1746,2025,279,MIDW
AECI,05/31/2025 1:00:00 AM,05/31/2025 6:00:00 AM,1568,1613,1817,204,204,,,,1613,1817,204,MIDW
AECI,05/31/2025 2:00:00 AM,05/31/2025 7:00:00 AM,1478,1484,1651,167,167,,,,1484,1651,167,MIDW
AECI,05/31/2025 3:00:00 AM,05/31/2025 8:00:00 AM,1432,1453,1561,108,108,,,,1453,1561,108,MIDW
AECI,05/31/2025 4:00:00 AM,05/31/2025 9:00:00 AM,1410,1410,1488,78,78,,,,1410,1488,78,MIDW
AECI,05/31/2025 5:00:00 AM,05/31/2025 10:00:00 AM,1418,1423,1495,72,72,,,,1423,1495,72,MIDW
AECI,05/31/2025 6:00:00 AM,05/31/2025 11:00:00 AM,1452,1465,1503,38,38,,,,1465,1503,38,MIDW
AECI,05/31/2025 7:00:00 AM,05/31/2025 12:00:00 PM,1510,1536,1530,-6,-6,,,,1536,1530,-6,MIDW
AECI,05/31/2025 8:00:00 AM,05/31/2025 1:00:00 PM,1640,1637,1706,69,69,,,,1637,1706,69,MIDW
AECI,05/31/2025 9:00:00 AM,05/31/2025 2:00:00 PM,1769,1769,1956,187,187,,,,1769,1956,187,MIDW
AECI,05/31/2025 10:00:00 AM,05/31/2025 3:00:00 PM,1862,1870,2229,359,359,,,,1870,2229,359,MIDW
AECI,05/31/2025 11:00:00 AM,05/31/2025 4:00:00 PM,1952,1971,2439,468,468,,,,1971,2439,468,MIDW
AECI,05/31/2025 12:00:00 PM,05/31/2025 5:00:00 PM,2060,2063,2555,492,492,,,,2063,2555,492,MIDW
AECI,05/31/2025 1:00:00 PM,05/31/2025 6:00:00 PM,2164,2198,2684,486,486,,,,2198,2684,486,MIDW
AECI,05/31/2025 2:00:00 PM,05/31/2025 7:00:00 PM,2284,2299,2813,514,514,,,,2299,2813,514,MIDW
AECI,05/31/2025 3:00:00 PM,05/31/2025 8:00:00 PM,2418,2425,2980,555,555,,,,2425,2980,555,MIDW
AECI,05/31/2025 4:00:00 PM,05/31/2025 9:00:00 PM,2546,2510,3010,500,500,,,,2510,3010,500,MIDW
AECI,05/31/2025 5:00:00 PM,05/31/2025 10:00:00 PM,2628,2616,2999,383,383,,,,2616,2999,383,MIDW
AECI,05/31/2025 6:00:00 PM,05/31/2025 11:00:00 PM,2653,2681,2947,266,266,,,,2681,2947,266,MIDW
AECI,05/31/2025 7:00:00 PM,06/01/2025 12:00:00 AM,2582,2633,3033,400,400,,,,2633,3033,400,MIDW
AECI,05/31/2025 8:00:00 PM,06/01/2025 1:00:00 AM,2452,2510,3055,545,545,,,,2510,3055,545,MIDW
AECI,05/31/2025 9:00:00 PM,06/01/2025 2:00:00 AM,2374,2384,3029,645,645,,,,2384,3029,645,MIDW
AECI,05/31/2025 10:00:00 PM,06/01/2025 3:00:00 AM,2300,2273,2849,576,576,,,,2273,2849,576,MIDW
AECI,05/31/2025 11:00:00 PM,06/01/2025 4:00:00 AM,2098,2070,2444,374,374,,,,2070,2444,374,MIDW
AECI,06/01/2025 12:00:00 AM,06/01/2025 5:00:00 AM,1873,1847,2279,432,432,,,,1847,2279,432,MIDW
AECI,06/01/2025 1:00:00 AM,06/01/2025 6:00:00 AM,1684,1660,1992,332,332,,,,1660,1992,332,MIDW
AECI,06/01/2025 2:00:00 AM,06/01/2025 7:00:00 AM,1565,1536,1754,218,218,,,,1536,1754,218,MIDW
AECI,06/01/2025 3:00:00 AM,06/01/2025 8:00:00 AM,1482,1473,1625,152,152,,,,1473,1625,152,MIDW
AECI,06/01/2025 4:00:00 AM,06/01/2025 9:00:00 AM,1437,1407,1611,204,204,,,,1407,1611,204,MIDW
AECI,06/01/2025 5:00:00 AM,06/01/2025 10:00:00 AM,1424,1403,1773,370,370,,,,1403,1773,370,MIDW
AECI,06/01/2025 6:00:00 AM,06/01/2025 11:00:00 AM,1427,1415,1677,262,262,,,,1415,1677,262,MIDW
AECI,06/01/2025 7:00:00 AM,06/01/2025 12:00:00 PM,1475,1445,1684,239,239,,,,1445,1684,239,MIDW
AECI,06/01/2025 8:00:00 AM,06/01/2025 1:00:00 PM,1589,1591,1856,265,265,,,,1591,1856,265,MIDW
AECI,06/01/2025 9:00:00 AM,06/01/2025 2:00:00 PM,1765,1817,2034,217,217,,,,1817,2034,217,MIDW
AECI,06/01/2025 10:00:00 AM,06/01/2025 3:00:00 PM,1937,1980,2180,200,200,,,,1980,2180,200,MIDW
AECI,06/01/2025 11:00:00 AM,06/01/2025 4:00:00 PM,2082,2134,2339,205,205,,,,2134,2339,205,MIDW
AECI,06/01/2025 12:00:00 PM,06/01/2025 5:00:00 PM,2235,2301,2513,212,212,,,,2301,2513,212,MIDW
AECI,06/01/2025 1:00:00 PM,06/01/2025 6:00:00 PM,2417,2509,2803,294,294,,,,2509,2803,294,MIDW
AECI,06/01/2025 2:00:00 PM,06/01/2025 7:00:00 PM,2589,2672,3040,368,368,,,,2672,3040,368,MIDW
AECI,06/01/2025 3:00:00 PM,06/01/2025 8:00:00 PM,2750,2801,3217,416,416,,,,2801,3217,416,MIDW
AECI,06/01/2025 4:00:00 PM,06/01/2025 9:00:00 PM,2909,2933,3261,328,328,,,,2933,3261,328,MIDW
AECI,06/01/2025 5:00:00 PM,06/01/2025 10:00:00 PM,3017,3022,3347,325,325,,,,3022,3347,325,MIDW
AECI,06/01/2025 6:00:00 PM,06/01/2025 11:00:00 PM,3048,3064,3355,291,291,,,,3064,3355,291,MIDW
AECI,06/01/2025 7:00:00 PM,06/02/2025 12:00:00 AM,2974,3009,3281,272,272,,,,3009,3281,272,MIDW
AECI,06/01/2025 8:00:00 PM,06/02/2025 1:00:00 AM,2814,2860,3155,295,295,,,,2860,3155,295,MIDW
AECI,06/01/2025 9:00:00 PM,06/02/2025 2:00:00 AM,2700,2677,2955,278,278,,,,2677,2955,278,MIDW
AECI,06/01/2025 10:00:00 PM,06/02/2025 3:00:00 AM,2533,2525,2358,-167,-167,,,,2525,2358,-167,MIDW
AECI,06/01/2025 11:00:00 PM,06/02/2025 4:00:00 AM,2233,2247,1913,-334,-334,,,,2247,1913,-334,MIDW
AECI,06/02/2025 12:00:00 AM,06/02/2025 5:00:00 AM,1979,1958,1559,-399,-399,,,,1958,1559,-399,MIDW
AECI,06/02/2025 1:00:00 AM,06/02/2025 6:00:00 AM,1760,1761,1449,-312,-312,,,,1761,1449,-312,MIDW
AECI,06/02/2025 2:00:00 AM,06/02/2025 7:00:00 AM,1628,1627,1441,-186,-186,,,,1627,1441,-186,MIDW
AECI,06/02/2025 3:00:00 AM,06/02/2025 8:00:00 AM,1551,1581,1464,-117,-117,,,,1581,1464,-117,MIDW
AECI,06/02/2025 4:00:00 AM,06/02/2025 9:00:00 AM,1514,1541,1463,-78,-78,,,,1541,1463,-78,MIDW
AECI,06/02/2025 5:00:00 AM,06/02/2025 10:00:00 AM,1527,1547,1397,-150,-150,,,,1547,1397,-150,MIDW
AECI,06/02/2025 6:00:00 AM,06/02/2025 11:00:00 AM,1613,1612,1327,-285,-285,,,,1612,1327,-285,MIDW
AECI,06/02/2025 7:00:00 AM,06/02/2025 12:00:00 PM,1750,1740,1371,-369,-369,,,,1740,1371,-369,MIDW
AECI,06/02/2025 8:00:00 AM,06/02/2025 1:00:00 PM,1848,1857,1567,-290,-290,,,,1857,1567,-290,MIDW
AECI,06/02/2025 9:00:00 AM,06/02/2025 2:00:00 PM,1951,1945,1982,37,37,,,,1945,1982,37,MIDW
AECI,06/02/2025 10:00:00 AM,06/02/2025 3:00:00 PM,2106,2123,2333,210,210,,,,2123,2333,210,MIDW
AECI,06/02/2025 11:00:00 AM,06/02/2025 4:00:00 PM,2276,2328,2662,334,334,,,,2328,2662,334,MIDW
AECI,06/02/2025 12:00:00 PM,06/02/2025 5:00:00 PM,2480,2602,3171,569,569,,,,2602,3171,569,MIDW
AECI,06/02/2025 1:00:00 PM,06/02/2025 6:00:00 PM,2713,2826,3458,632,632,,,,2826,3458,632,MIDW
AECI,06/02/2025 2:00:00 PM,06/02/2025 7:00:00 PM,2938,2988,3485,497,497,,,,2988,3485,497,MIDW
AECI,06/02/2025 3:00:00 PM,06/02/2025 8:00:00 PM,3095,3120,3571,451,451,,,,3120,3571,451,MIDW
AECI,06/02/2025 4:00:00 PM,06/02/2025 9:00:00 PM,3190,3199,3716,517,517,,,,3199,3716,517,MIDW
AECI,06/02/2025 5:00:00 PM,06/02/2025 10:00:00 PM,3285,3294,3742,448,448,,,,3294,3742,448,MIDW
AECI,06/02/2025 6:00:00 PM,06/02/2025 11:00:00 PM,3299,3326,3733,407,407,,,,3326,3733,407,MIDW
AECI,06/02/2025 7:00:00 PM,06/03/2025 12:00:00 AM,3234,3307,3603,296,296,,,,3307,3603,296,MIDW
AECI,06/02/2025 8:00:00 PM,06/03/2025 1:00:00 AM,3082,3124,3516,392,392,,,,3124,3516,392,MIDW
AECI,06/02/2025 9:00:00 PM,06/03/2025 2:00:00 AM,2941,2950,3446,496,496,,,,2950,3446,496,MIDW
AECI,06/02/2025 10:00:00 PM,06/03/2025 3:00:00 AM,2769,2817,3015,198,198,,,,2817,3015,198,MIDW
AECI,06/02/2025 11:00:00 PM,06/03/2025 4:00:00 AM,2467,2525,2538,13,13,,,,2525,2538,13,MIDW
AECI,06/03/2025 12:00:00 AM,06/03/2025 5:00:00 AM,2208,2228,2234,6,6,,,,2228,2234,6,MIDW
AECI,06/03/2025 1:00:00 AM,06/03/2025 6:00:00 AM,1954,2005,1999,-6,-6,,,,2005,1999,-6,MIDW
AECI,06/03/2025 2:00:00 AM,06/03/2025 7:00:00 AM,1871,1856,1940,84,84,,,,1856,1940,84,MIDW
AECI,06/03/2025 3:00:00 AM,06/03/2025 8:00:00 AM,1777,1764,1870,106,106,,,,1764,1870,106,MIDW
AECI,06/03/2025 4:00:00 AM,06/03/2025 9:00:00 AM,1720,1733,1928,195,195,,,,1733,1928,195,MIDW
AECI,06/03/2025 5:00:00 AM,06/03/2025 10:00:00 AM,1714,1729,2002,273,273,,,,1729,2002,273,MIDW
AECI,06/03/2025 6:00:00 AM,06/03/2025 11:00:00 AM,1780,1802,2145,343,343,,,,1802,2145,343,MIDW
AECI,06/03/2025 7:00:00 AM,06/03/2025 12:00:00 PM,1915,1911,2211,300,300,,,,1911,2211,300,MIDW
AECI,06/03/2025 8:00:00 AM,06/03/2025 1:00:00 PM,2004,2031,2330,299,299,,,,2031,2330,299,MIDW
AECI,06/03/2025 9:00:00 AM,06/03/2025 2:00:00 PM,2070,2161,2464,303,303,,,,2161,2464,303,MIDW
AECI,06/03/2025 10:00:00 AM,06/03/2025 3:00:00 PM,2233,2324,2447,123,123,,,,2324,2447,123,MIDW
AECI,06/03/2025 11:00:00 AM,06/03/2025 4:00:00 PM,2435,2471,2598,127,127,,,,2471,2598,127,MIDW
AECI,06/03/2025 12:00:00 PM,06/03/2025 5:00:00 PM,2627,2624,2699,75,75,,,,2624,2699,75,MIDW
AECI,06/03/2025 1:00:00 PM,06/03/2025 6:00:00 PM,2744,2776,2797,21,21,,,,2776,2797,21,MIDW
AECI,06/03/2025 2:00:00 PM,06/03/2025 7:00:00 PM,2855,2941,3041,100,100,,,,2941,3041,100,MIDW
AECI,06/03/2025 3:00:00 PM,06/03/2025 8:00:00 PM,2940,3048,3204,156,156,,,,3048,3204,156,MIDW
AECI,06/03/2025 4:00:00 PM,06/03/2025 9:00:00 PM,2993,3150,3490,340,340,,,,3150,3490,340,MIDW
AECI,06/03/2025 5:00:00 PM,06/03/2025 10:00:00 PM,3074,3161,3726,565,565,,,,3161,3726,565,MIDW
AECI,06/03/2025 6:00:00 PM,06/03/2025 11:00:00 PM,3121,3135,3725,590,590,,,,3135,3725,590,MIDW
AECI,06/03/2025 7:00:00 PM,06/04/2025 12:00:00 AM,3047,3044,3682,638,638,,,,3044,3682,638,MIDW
AECI,06/03/2025 8:00:00 PM,06/04/2025 1:00:00 AM,2890,2850,3472,622,622,,,,2850,3472,622,MIDW
AECI,06/03/2025 9:00:00 PM,06/04/2025 2:00:00 AM,2745,2690,3436,746,746,,,,2690,3436,746,MIDW
AECI,06/03/2025 10:00:00 PM,06/04/2025 3:00:00 AM,2558,2538,2947,409,409,,,,2538,2947,409,MIDW
AECI,06/03/2025 11:00:00 PM,06/04/2025 4:00:00 AM,2295,2255,2737,482,482,,,,2255,2737,482,MIDW
AECI,06/04/2025 12:00:00 AM,06/04/2025 5:00:00 AM,2010,1991,2407,416,416,,,,1991,2407,416,MIDW
AECI,06/04/2025 1:00:00 AM,06/04/2025 6:00:00 AM,1787,1802,1569,-233,-233,,,,1802,1569,-233,MIDW
AECI,06/04/2025 2:00:00 AM,06/04/2025 7:00:00 AM,1670,1723,1340,-383,-383,,,,1723,1340,-383,MIDW
AECI,06/04/2025 3:00:00 AM,06/04/2025 8:00:00 AM,1604,1614,1297,-317,-317,,,,1614,1297,-317,MIDW
AECI,06/04/2025 4:00:00 AM,06/04/2025 9:00:00 AM,1564,1587,1268,-319,-319,,,,1587,1268,-319,MIDW
AECI,06/04/2025 5:00:00 AM,06/04/2025 10:00:00 AM,1572,1598,1292,-306,-306,,,,1598,1292,-306,MIDW
AECI,06/04/2025 6:00:00 AM,06/04/2025 11:00:00 AM,1665,1657,1528,-129,-129,,,,1657,1528,-129,MIDW
AECI,06/04/2025 7:00:00 AM,06/04/2025 12:00:00 PM,1799,1812,1574,-238,-238,,,,1812,1574,-238,MIDW
AECI,06/04/2025 8:00:00 AM,06/04/2025 1:00:00 PM,1888,1894,1973,79,79,,,,1894,1973,79,MIDW
AECI,06/04/2025 9:00:00 AM,06/04/2025 2:00:00 PM,1954,2002,2231,229,229,,,,2002,2231,229,MIDW
AECI,06/04/2025 10:00:00 AM,06/04/2025 3:00:00 PM,2066,2056,2521,465,465,,,,2056,2521,465,MIDW
AECI,06/04/2025 11:00:00 AM,06/04/2025 4:00:00 PM,2178,2135,2671,536,536,,,,2135,2671,536,MIDW
AECI,06/04/2025 12:00:00 PM,06/04/2025 5:00:00 PM,2250,2188,2764,576,576,,,,2188,2764,576,MIDW
AECI,06/04/2025 1:00:00 PM,06/04/2025 6:00:00 PM,2315,2258,2875,617,617,,,,2258,2875,617,MIDW
AECI,06/04/2025 2:00:00 PM,06/04/2025 7:00:00 PM,2367,2276,2893,617,617,,,,2276,2893,617,MIDW
AECI,06/04/2025 3:00:00 PM,06/04/2025 8:00:00 PM,2397,2282,2966,684,684,,,,2282,2966,684,MIDW
AECI,06/04/2025 4:00:00 PM,06/04/2025 9:00:00 PM,2406,2272,2918,646,646,,,,2272,2918,646,MIDW
AECI,06/04/2025 5:00:00 PM,06/04/2025 10:00:00 PM,2402,2286,2921,635,635,,,,2286,2921,635,MIDW
AECI,06/04/2025 6:00:00 PM,06/04/2025 11:00:00 PM,2393,2334,2919,585,585,,,,2334,2919,585,MIDW
AECI,06/04/2025 7:00:00 PM,06/05/2025 12:00:00 AM,2342,2331,2881,550,550,,,,2331,2881,550,MIDW
AECI,06/04/2025 8:00:00 PM,06/05/2025 1:00:00 AM,2270,2269,2868,599,599,,,,2269,2868,599,MIDW
AECI,06/04/2025 9:00:00 PM,06/05/2025 2:00:00 AM,2199,2238,2900,662,662,,,,2238,2900,662,MIDW
AECI,06/04/2025 10:00:00 PM,06/05/2025 3:00:00 AM,2133,2196,2901,705,705,,,,2196,2901,705,MIDW
AECI,06/04/2025 11:00:00 PM,06/05/2025 4:00:00 AM,1958,2014,2562,548,548,,,,2014,2562,548,MIDW
AECI,06/05/2025 12:00:00 AM,06/05/2025 5:00:00 AM,1780,1803,2287,484,484,,,,1803,2287,484,MIDW
AECI,06/05/2025 1:00:00 AM,06/05/2025 6:00:00 AM,1645,1656,2301,645,645,,,,1656,2301,645,MIDW
AECI,06/05/2025 2:00:00 AM,06/05/2025 7:00:00 AM,1560,1576,2181,605,605,,,,1576,2181,605,MIDW
AECI,06/05/2025 3:00:00 AM,06/05/2025 8:00:00 AM,1506,1520,2123,603,603,,,,1520,2123,603,MIDW
AECI,06/05/2025 4:00:00 AM,06/05/2025 9:00:00 AM,1489,1502,2066,564,564,,,,1502,2066,564,MIDW
AECI,06/05/2025 5:00:00 AM,06/05/2025 10:00:00 AM,1512,1510,2141,631,631,,,,1510,2141,631,MIDW
AECI,06/05/2025 6:00:00 AM,06/05/2025 11:00:00 AM,1610,1617,2349,732,732,,,,1617,2349,732,MIDW
AECI,06/05/2025 7:00:00 AM,06/05/2025 12:00:00 PM,1751,1733,2474,741,741,,,,1733,2474,741,MIDW
