"Balancing Authority","Directly Interconnected Balancing Authority","Interchange (MW)","UTC Time at End of Hour","DIBA_Region"
TAL,SOCO,-152,05/26/2025 5:00:00 PM,SE
TAL,FPC,167,05/26/2025 6:00:00 PM,FLA
TAL,SOCO,-166,05/26/2025 6:00:00 PM,SE
TAL,FPC,148,05/26/2025 7:00:00 PM,FLA
TAL,SOCO,-147,05/26/2025 7:00:00 PM,SE
TAL,FPC,129,05/26/2025 8:00:00 PM,FLA
TAL,SOCO,-129,05/26/2025 8:00:00 PM,SE
TAL,FPC,117,05/26/2025 9:00:00 PM,FLA
TAL,SOCO,-117,05/26/2025 9:00:00 PM,SE
TAL,FPC,117,05/26/2025 10:00:00 PM,FLA
TAL,SOCO,-118,05/26/2025 10:00:00 PM,SE
TAL,FPC,115,05/26/2025 11:00:00 PM,FLA
TAL,SOCO,-115,05/26/2025 11:00:00 PM,SE
TAL,FPC,129,05/27/2025 12:00:00 AM,FLA
TAL,SOCO,-129,05/27/2025 12:00:00 AM,SE
TAL,FPC,141,05/27/2025 1:00:00 AM,FLA
TAL,SOCO,-140,05/27/2025 1:00:00 AM,SE
TAL,FPC,134,05/27/2025 2:00:00 AM,FLA
TAL,SOCO,-134,05/27/2025 2:00:00 AM,SE
TAL,FPC,129,05/27/2025 3:00:00 AM,FLA
TAL,SOCO,-105,05/27/2025 3:00:00 AM,SE
TAL,FPC,123,05/27/2025 4:00:00 AM,FLA
TAL,SOCO,-97,05/27/2025 4:00:00 AM,SE
TAL,FPC,113,05/27/2025 5:00:00 AM,FLA
TAL,SOCO,-87,05/27/2025 5:00:00 AM,SE
TAL,FPC,109,05/27/2025 6:00:00 AM,FLA
TAL,SOCO,-82,05/27/2025 6:00:00 AM,SE
TAL,FPC,114,05/27/2025 7:00:00 AM,FLA
TAL,SOCO,-88,05/27/2025 7:00:00 AM,SE
TAL,FPC,110,05/27/2025 8:00:00 AM,FLA
TAL,SOCO,-84,05/27/2025 8:00:00 AM,SE
TAL,FPC,102,05/27/2025 9:00:00 AM,FLA
TAL,SOCO,-77,05/27/2025 9:00:00 AM,SE
TAL,FPC,96,05/27/2025 10:00:00 AM,FLA
TAL,SOCO,-72,05/27/2025 10:00:00 AM,SE
TAL,FPC,97,05/27/2025 11:00:00 AM,FLA
TAL,SOCO,-73,05/27/2025 11:00:00 AM,SE
TAL,FPC,90,05/27/2025 12:00:00 PM,FLA
TAL,SOCO,-65,05/27/2025 12:00:00 PM,SE
TAL,FPC,110,05/27/2025 1:00:00 PM,FLA
TAL,SOCO,-85,05/27/2025 1:00:00 PM,SE
TAL,FPC,107,05/27/2025 2:00:00 PM,FLA
TAL,SOCO,-83,05/27/2025 2:00:00 PM,SE
TAL,FPC,113,05/27/2025 3:00:00 PM,FLA
TAL,SOCO,-89,05/27/2025 3:00:00 PM,SE
TAL,FPC,141,05/27/2025 4:00:00 PM,FLA
TAL,SOCO,-116,05/27/2025 4:00:00 PM,SE
TAL,FPC,148,05/27/2025 5:00:00 PM,FLA
TAL,SOCO,-149,05/27/2025 5:00:00 PM,SE
TAL,FPC,173,05/27/2025 6:00:00 PM,FLA
TAL,SOCO,-171,05/27/2025 6:00:00 PM,SE
TAL,FPC,160,05/27/2025 7:00:00 PM,FLA
TAL,SOCO,-159,05/27/2025 7:00:00 PM,SE
TAL,FPC,147,05/27/2025 8:00:00 PM,FLA
TAL,SOCO,-146,05/27/2025 8:00:00 PM,SE
TAL,FPC,109,05/27/2025 9:00:00 PM,FLA
TAL,SOCO,-109,05/27/2025 9:00:00 PM,SE
TAL,FPC,102,05/27/2025 10:00:00 PM,FLA
TAL,SOCO,-102,05/27/2025 10:00:00 PM,SE
TAL,FPC,97,05/27/2025 11:00:00 PM,FLA
TAL,SOCO,-96,05/27/2025 11:00:00 PM,SE
TAL,FPC,119,05/28/2025 12:00:00 AM,FLA
TAL,SOCO,-119,05/28/2025 12:00:00 AM,SE
TAL,FPC,130,05/28/2025 1:00:00 AM,FLA
TAL,SOCO,-129,05/28/2025 1:00:00 AM,SE
TAL,FPC,138,05/28/2025 2:00:00 AM,FLA
TAL,SOCO,-137,05/28/2025 2:00:00 AM,SE
TAL,FPC,159,05/28/2025 3:00:00 AM,FLA
TAL,SOCO,-134,05/28/2025 3:00:00 AM,SE
TAL,FPC,144,05/28/2025 4:00:00 AM,FLA
TAL,SOCO,-117,05/28/2025 4:00:00 AM,SE
TAL,FPC,137,05/28/2025 5:00:00 AM,FLA
TAL,SOCO,-64,05/28/2025 5:00:00 AM,SE
TAL,FPC,133,05/28/2025 6:00:00 AM,FLA
TAL,SOCO,-57,05/28/2025 6:00:00 AM,SE
TAL,FPC,124,05/28/2025 7:00:00 AM,FLA
TAL,SOCO,-48,05/28/2025 7:00:00 AM,SE
TAL,FPC,117,05/28/2025 8:00:00 AM,FLA
TAL,SOCO,-41,05/28/2025 8:00:00 AM,SE
TAL,FPC,108,05/28/2025 9:00:00 AM,FLA
TAL,SOCO,-32,05/28/2025 9:00:00 AM,SE
TAL,FPC,96,05/28/2025 10:00:00 AM,FLA
TAL,SOCO,-22,05/28/2025 10:00:00 AM,SE
TAL,FPC,97,05/28/2025 11:00:00 AM,FLA
TAL,SOCO,-23,05/28/2025 11:00:00 AM,SE
TAL,FPC,99,05/28/2025 12:00:00 PM,FLA
TAL,SOCO,-25,05/28/2025 12:00:00 PM,SE
TAL,FPC,78,05/28/2025 1:00:00 PM,FLA
TAL,SOCO,-27,05/28/2025 1:00:00 PM,SE
TAL,FPC,88,05/28/2025 2:00:00 PM,FLA
TAL,SOCO,-38,05/28/2025 2:00:00 PM,SE
TAL,FPC,97,05/28/2025 3:00:00 PM,FLA
TAL,SOCO,-72,05/28/2025 3:00:00 PM,SE
TAL,FPC,116,05/28/2025 4:00:00 PM,FLA
TAL,SOCO,-91,05/28/2025 4:00:00 PM,SE
TAL,FPC,128,05/28/2025 5:00:00 PM,FLA
TAL,SOCO,-104,05/28/2025 5:00:00 PM,SE
TAL,FPC,128,05/28/2025 6:00:00 PM,FLA
TAL,SOCO,-102,05/28/2025 6:00:00 PM,SE
TAL,FPC,134,05/28/2025 7:00:00 PM,FLA
TAL,SOCO,-108,05/28/2025 7:00:00 PM,SE
TAL,FPC,115,05/28/2025 8:00:00 PM,FLA
TAL,SOCO,-89,05/28/2025 8:00:00 PM,SE
TAL,FPC,122,05/28/2025 9:00:00 PM,FLA
TAL,SOCO,-93,05/28/2025 9:00:00 PM,SE
TAL,FPC,129,05/28/2025 10:00:00 PM,FLA
TAL,SOCO,-104,05/28/2025 10:00:00 PM,SE
TAL,FPC,122,05/28/2025 11:00:00 PM,FLA
TAL,SOCO,-97,05/28/2025 11:00:00 PM,SE
TAL,FPC,129,05/29/2025 12:00:00 AM,FLA
TAL,SOCO,-104,05/29/2025 12:00:00 AM,SE
TAL,FPC,127,05/29/2025 1:00:00 AM,FLA
TAL,SOCO,-102,05/29/2025 1:00:00 AM,SE
TAL,FPC,123,05/29/2025 2:00:00 AM,FLA
TAL,SOCO,-95,05/29/2025 2:00:00 AM,SE
TAL,FPC,120,05/29/2025 3:00:00 AM,FLA
TAL,SOCO,-70,05/29/2025 3:00:00 AM,SE
TAL,FPC,126,05/29/2025 4:00:00 AM,FLA
TAL,SOCO,-51,05/29/2025 4:00:00 AM,SE
TAL,FPC,100,05/29/2025 5:00:00 AM,FLA
TAL,SOCO,-50,05/29/2025 5:00:00 AM,SE
TAL,FPC,90,05/29/2025 6:00:00 AM,FLA
TAL,SOCO,-39,05/29/2025 6:00:00 AM,SE
TAL,FPC,88,05/29/2025 7:00:00 AM,FLA
TAL,SOCO,-37,05/29/2025 7:00:00 AM,SE
TAL,FPC,83,05/29/2025 8:00:00 AM,FLA
TAL,SOCO,-32,05/29/2025 8:00:00 AM,SE
TAL,FPC,79,05/29/2025 9:00:00 AM,FLA
TAL,SOCO,-29,05/29/2025 9:00:00 AM,SE
TAL,FPC,73,05/29/2025 10:00:00 AM,FLA
TAL,SOCO,-24,05/29/2025 10:00:00 AM,SE
TAL,FPC,74,05/29/2025 11:00:00 AM,FLA
TAL,SOCO,-25,05/29/2025 11:00:00 AM,SE
TAL,FPC,83,05/29/2025 12:00:00 PM,FLA
TAL,SOCO,-32,05/29/2025 12:00:00 PM,SE
TAL,FPC,92,05/29/2025 1:00:00 PM,FLA
TAL,SOCO,-43,05/29/2025 1:00:00 PM,SE
TAL,FPC,66,05/29/2025 2:00:00 PM,FLA
TAL,SOCO,-39,05/29/2025 2:00:00 PM,SE
TAL,FPC,53,05/29/2025 3:00:00 PM,FLA
TAL,SOCO,-28,05/29/2025 3:00:00 PM,SE
TAL,FPC,57,05/29/2025 4:00:00 PM,FLA
TAL,SOCO,-33,05/29/2025 4:00:00 PM,SE
TAL,FPC,63,05/29/2025 5:00:00 PM,FLA
TAL,SOCO,-61,05/29/2025 5:00:00 PM,SE
TAL,FPC,79,05/29/2025 6:00:00 PM,FLA
TAL,SOCO,-80,05/29/2025 6:00:00 PM,SE
TAL,FPC,75,05/29/2025 7:00:00 PM,FLA
TAL,SOCO,-75,05/29/2025 7:00:00 PM,SE
TAL,FPC,60,05/29/2025 8:00:00 PM,FLA
TAL,SOCO,-60,05/29/2025 8:00:00 PM,SE
TAL,FPC,57,05/29/2025 9:00:00 PM,FLA
TAL,SOCO,-56,05/29/2025 9:00:00 PM,SE
TAL,FPC,61,05/29/2025 10:00:00 PM,FLA
TAL,SOCO,-60,05/29/2025 10:00:00 PM,SE
TAL,FPC,69,05/29/2025 11:00:00 PM,FLA
TAL,SOCO,-69,05/29/2025 11:00:00 PM,SE
TAL,FPC,90,05/30/2025 12:00:00 AM,FLA
TAL,SOCO,-90,05/30/2025 12:00:00 AM,SE
TAL,FPC,95,05/30/2025 1:00:00 AM,FLA
TAL,SOCO,-94,05/30/2025 1:00:00 AM,SE
TAL,FPC,89,05/30/2025 2:00:00 AM,FLA
TAL,SOCO,-87,05/30/2025 2:00:00 AM,SE
TAL,FPC,109,05/30/2025 3:00:00 AM,FLA
TAL,SOCO,-60,05/30/2025 3:00:00 AM,SE
TAL,FPC,104,05/30/2025 4:00:00 AM,FLA
TAL,SOCO,-53,05/30/2025 4:00:00 AM,SE
TAL,FPC,79,05/30/2025 5:00:00 AM,FLA
TAL,SOCO,-52,05/30/2025 5:00:00 AM,SE
TAL,FPC,74,05/30/2025 6:00:00 AM,FLA
TAL,SOCO,-48,05/30/2025 6:00:00 AM,SE
TAL,FPC,67,05/30/2025 7:00:00 AM,FLA
TAL,SOCO,-41,05/30/2025 7:00:00 AM,SE
TAL,FPC,58,05/30/2025 8:00:00 AM,FLA
TAL,SOCO,-32,05/30/2025 8:00:00 AM,SE
TAL,FPC,54,05/30/2025 9:00:00 AM,FLA
TAL,SOCO,-29,05/30/2025 9:00:00 AM,SE
TAL,FPC,47,05/30/2025 10:00:00 AM,FLA
TAL,SOCO,-23,05/30/2025 10:00:00 AM,SE
TAL,FPC,52,05/30/2025 11:00:00 AM,FLA
TAL,SOCO,-27,05/30/2025 11:00:00 AM,SE
TAL,FPC,50,05/30/2025 12:00:00 PM,FLA
TAL,SOCO,-25,05/30/2025 12:00:00 PM,SE
TAL,FPC,21,05/30/2025 1:00:00 PM,FLA
TAL,SOCO,3,05/30/2025 1:00:00 PM,SE
TAL,FPC,30,05/30/2025 2:00:00 PM,FLA
TAL,SOCO,-28,05/30/2025 2:00:00 PM,SE
TAL,FPC,59,05/30/2025 3:00:00 PM,FLA
TAL,SOCO,-59,05/30/2025 3:00:00 PM,SE
TAL,FPC,80,05/30/2025 4:00:00 PM,FLA
TAL,SOCO,-80,05/30/2025 4:00:00 PM,SE
TAL,FPC,89,05/30/2025 5:00:00 PM,FLA
TAL,SOCO,-91,05/30/2025 5:00:00 PM,SE
TAL,FPC,88,05/30/2025 6:00:00 PM,FLA
TAL,SOCO,-90,05/30/2025 6:00:00 PM,SE
TAL,FPC,99,05/30/2025 7:00:00 PM,FLA
TAL,SOCO,-99,05/30/2025 7:00:00 PM,SE
TAL,FPC,121,05/30/2025 8:00:00 PM,FLA
TAL,SOCO,-120,05/30/2025 8:00:00 PM,SE
TAL,FPC,136,05/30/2025 9:00:00 PM,FLA
TAL,SOCO,-134,05/30/2025 9:00:00 PM,SE
TAL,FPC,136,05/30/2025 10:00:00 PM,FLA
TAL,SOCO,-135,05/30/2025 10:00:00 PM,SE
TAL,FPC,130,05/30/2025 11:00:00 PM,FLA
TAL,SOCO,-130,05/30/2025 11:00:00 PM,SE
TAL,FPC,131,05/31/2025 12:00:00 AM,FLA
TAL,SOCO,-130,05/31/2025 12:00:00 AM,SE
TAL,FPC,123,05/31/2025 1:00:00 AM,FLA
TAL,SOCO,-123,05/31/2025 1:00:00 AM,SE
TAL,FPC,116,05/31/2025 2:00:00 AM,FLA
TAL,SOCO,-114,05/31/2025 2:00:00 AM,SE
TAL,FPC,117,05/31/2025 3:00:00 AM,FLA
TAL,SOCO,-95,05/31/2025 3:00:00 AM,SE
TAL,FPC,104,05/31/2025 4:00:00 AM,FLA
TAL,SOCO,-94,05/31/2025 4:00:00 AM,SE
TAL,FPC,77,05/31/2025 5:00:00 AM,FLA
TAL,SOCO,-86,05/31/2025 5:00:00 AM,SE
TAL,FPC,71,05/31/2025 6:00:00 AM,FLA
TAL,SOCO,-76,05/31/2025 6:00:00 AM,SE
TAL,FPC,67,05/31/2025 7:00:00 AM,FLA
TAL,SOCO,-67,05/31/2025 7:00:00 AM,SE
TAL,FPC,60,05/31/2025 8:00:00 AM,FLA
TAL,SOCO,-60,05/31/2025 8:00:00 AM,SE
TAL,FPC,57,05/31/2025 9:00:00 AM,FLA
TAL,SOCO,-57,05/31/2025 9:00:00 AM,SE
TAL,FPC,57,05/31/2025 10:00:00 AM,FLA
TAL,SOCO,-56,05/31/2025 10:00:00 AM,SE
TAL,FPC,55,05/31/2025 11:00:00 AM,FLA
TAL,SOCO,-56,05/31/2025 11:00:00 AM,SE
TAL,FPC,67,05/31/2025 12:00:00 PM,FLA
TAL,SOCO,-68,05/31/2025 12:00:00 PM,SE
TAL,FPC,85,05/31/2025 1:00:00 PM,FLA
TAL,SOCO,-86,05/31/2025 1:00:00 PM,SE
TAL,FPC,82,05/31/2025 2:00:00 PM,FLA
TAL,SOCO,-82,05/31/2025 2:00:00 PM,SE
TAL,FPC,81,05/31/2025 3:00:00 PM,FLA
TAL,SOCO,-81,05/31/2025 3:00:00 PM,SE
TAL,FPC,88,05/31/2025 4:00:00 PM,FLA
TAL,SOCO,-87,05/31/2025 4:00:00 PM,SE
TAL,FPC,99,05/31/2025 5:00:00 PM,FLA
TAL,SOCO,-99,05/31/2025 5:00:00 PM,SE
TAL,FPC,108,05/31/2025 6:00:00 PM,FLA
TAL,SOCO,-109,05/31/2025 6:00:00 PM,SE
TAL,FPC,119,05/31/2025 7:00:00 PM,FLA
TAL,SOCO,-119,05/31/2025 7:00:00 PM,SE
TAL,FPC,127,05/31/2025 8:00:00 PM,FLA
TAL,SOCO,-127,05/31/2025 8:00:00 PM,SE
TAL,FPC,129,05/31/2025 9:00:00 PM,FLA
TAL,SOCO,-130,05/31/2025 9:00:00 PM,SE
TAL,FPC,116,05/31/2025 10:00:00 PM,FLA
TAL,SOCO,-116,05/31/2025 10:00:00 PM,SE
TAL,FPC,111,05/31/2025 11:00:00 PM,FLA
TAL,SOCO,-111,05/31/2025 11:00:00 PM,SE
TAL,FPC,109,06/01/2025 12:00:00 AM,FLA
TAL,SOCO,-108,06/01/2025 12:00:00 AM,SE
TAL,FPC,104,06/01/2025 1:00:00 AM,FLA
TAL,SOCO,-103,06/01/2025 1:00:00 AM,SE
TAL,FPC,94,06/01/2025 2:00:00 AM,FLA
TAL,SOCO,-92,06/01/2025 2:00:00 AM,SE
TAL,FPC,86,06/01/2025 3:00:00 AM,FLA
TAL,SOCO,-81,06/01/2025 3:00:00 AM,SE
TAL,FPC,73,06/01/2025 4:00:00 AM,FLA
TAL,SOCO,-70,06/01/2025 4:00:00 AM,SE
TAL,FPC,87,06/01/2025 5:00:00 AM,FLA
TAL,SOCO,-39,06/01/2025 5:00:00 AM,SE
TAL,FPC,84,06/01/2025 6:00:00 AM,FLA
TAL,SOCO,-32,06/01/2025 6:00:00 AM,SE
TAL,FPC,81,06/01/2025 7:00:00 AM,FLA
TAL,SOCO,-30,06/01/2025 7:00:00 AM,SE
TAL,FPC,71,06/01/2025 8:00:00 AM,FLA
TAL,SOCO,-20,06/01/2025 8:00:00 AM,SE
TAL,FPC,74,06/01/2025 9:00:00 AM,FLA
TAL,SOCO,-23,06/01/2025 9:00:00 AM,SE
TAL,FPC,77,06/01/2025 10:00:00 AM,FLA
TAL,SOCO,-27,06/01/2025 10:00:00 AM,SE
TAL,FPC,78,06/01/2025 11:00:00 AM,FLA
TAL,SOCO,-27,06/01/2025 11:00:00 AM,SE
TAL,FPC,75,06/01/2025 12:00:00 PM,FLA
TAL,SOCO,-25,06/01/2025 12:00:00 PM,SE
TAL,FPC,85,06/01/2025 1:00:00 PM,FLA
TAL,SOCO,-37,06/01/2025 1:00:00 PM,SE
TAL,FPC,73,06/01/2025 2:00:00 PM,FLA
TAL,SOCO,-69,06/01/2025 2:00:00 PM,SE
TAL,FPC,81,06/01/2025 3:00:00 PM,FLA
TAL,SOCO,-80,06/01/2025 3:00:00 PM,SE
TAL,FPC,88,06/01/2025 4:00:00 PM,FLA
TAL,SOCO,-89,06/01/2025 4:00:00 PM,SE
TAL,FPC,100,06/01/2025 5:00:00 PM,FLA
TAL,SOCO,-100,06/01/2025 5:00:00 PM,SE
TAL,FPC,112,06/01/2025 6:00:00 PM,FLA
TAL,SOCO,-112,06/01/2025 6:00:00 PM,SE
TAL,FPC,120,06/01/2025 7:00:00 PM,FLA
TAL,SOCO,-119,06/01/2025 7:00:00 PM,SE
TAL,FPC,129,06/01/2025 8:00:00 PM,FLA
TAL,SOCO,-129,06/01/2025 8:00:00 PM,SE
TAL,FPC,134,06/01/2025 9:00:00 PM,FLA
TAL,SOCO,-134,06/01/2025 9:00:00 PM,SE
TAL,FPC,130,06/01/2025 10:00:00 PM,FLA
TAL,SOCO,-130,06/01/2025 10:00:00 PM,SE
TAL,FPC,112,06/01/2025 11:00:00 PM,FLA
TAL,SOCO,-117,06/01/2025 11:00:00 PM,SE
TAL,FPC,111,06/02/2025 12:00:00 AM,FLA
TAL,SOCO,-109,06/02/2025 12:00:00 AM,SE
TAL,FPC,101,06/02/2025 1:00:00 AM,FLA
TAL,SOCO,-101,06/02/2025 1:00:00 AM,SE
TAL,FPC,96,06/02/2025 2:00:00 AM,FLA
TAL,SOCO,-94,06/02/2025 2:00:00 AM,SE
TAL,FPC,115,06/02/2025 3:00:00 AM,FLA
TAL,SOCO,-67,06/02/2025 3:00:00 AM,SE
TAL,FPC,107,06/02/2025 4:00:00 AM,FLA
TAL,SOCO,-56,06/02/2025 4:00:00 AM,SE
TAL,FPC,95,06/02/2025 5:00:00 AM,FLA
TAL,SOCO,-44,06/02/2025 5:00:00 AM,SE
TAL,FPC,84,06/02/2025 6:00:00 AM,FLA
TAL,SOCO,-33,06/02/2025 6:00:00 AM,SE
TAL,FPC,82,06/02/2025 7:00:00 AM,FLA
TAL,SOCO,-31,06/02/2025 7:00:00 AM,SE
TAL,FPC,81,06/02/2025 8:00:00 AM,FLA
TAL,SOCO,-30,06/02/2025 8:00:00 AM,SE
TAL,FPC,80,06/02/2025 9:00:00 AM,FLA
TAL,SOCO,-29,06/02/2025 9:00:00 AM,SE
TAL,FPC,77,06/02/2025 10:00:00 AM,FLA
TAL,SOCO,-27,06/02/2025 10:00:00 AM,SE
TAL,FPC,81,06/02/2025 11:00:00 AM,FLA
TAL,SOCO,-32,06/02/2025 11:00:00 AM,SE
TAL,FPC,79,06/02/2025 12:00:00 PM,FLA
TAL,SOCO,-30,06/02/2025 12:00:00 PM,SE
TAL,FPC,94,06/02/2025 1:00:00 PM,FLA
TAL,SOCO,-46,06/02/2025 1:00:00 PM,SE
TAL,FPC,89,06/02/2025 2:00:00 PM,FLA
TAL,SOCO,-87,06/02/2025 2:00:00 PM,SE
TAL,FPC,103,06/02/2025 3:00:00 PM,FLA
TAL,SOCO,-104,06/02/2025 3:00:00 PM,SE
TAL,FPC,115,06/02/2025 4:00:00 PM,FLA
TAL,SOCO,-116,06/02/2025 4:00:00 PM,SE
TAL,FPC,134,06/02/2025 5:00:00 PM,FLA
TAL,SOCO,-134,06/02/2025 5:00:00 PM,SE
TAL,FPC,132,06/02/2025 6:00:00 PM,FLA
TAL,SOCO,-136,06/02/2025 6:00:00 PM,SE
TAL,FPC,136,06/02/2025 7:00:00 PM,FLA
TAL,SOCO,-140,06/02/2025 7:00:00 PM,SE
TAL,FPC,152,06/02/2025 8:00:00 PM,FLA
TAL,SOCO,-158,06/02/2025 8:00:00 PM,SE
TAL,FPC,148,06/02/2025 9:00:00 PM,FLA
TAL,SOCO,-151,06/02/2025 9:00:00 PM,SE
TAL,FPC,140,06/02/2025 10:00:00 PM,FLA
TAL,SOCO,-140,06/02/2025 10:00:00 PM,SE
TAL,FPC,137,06/02/2025 11:00:00 PM,FLA
TAL,SOCO,-135,06/02/2025 11:00:00 PM,SE
TAL,FPC,117,06/03/2025 12:00:00 AM,FLA
TAL,SOCO,-116,06/03/2025 12:00:00 AM,SE
TAL,FPC,108,06/03/2025 1:00:00 AM,FLA
TAL,SOCO,-108,06/03/2025 1:00:00 AM,SE
TAL,FPC,98,06/03/2025 2:00:00 AM,FLA
TAL,SOCO,-96,06/03/2025 2:00:00 AM,SE
TAL,FPC,113,06/03/2025 3:00:00 AM,FLA
TAL,SOCO,-64,06/03/2025 3:00:00 AM,SE
TAL,FPC,99,06/03/2025 4:00:00 AM,FLA
TAL,SOCO,-49,06/03/2025 4:00:00 AM,SE
TAL,FPC,82,06/03/2025 5:00:00 AM,FLA
TAL,SOCO,-35,06/03/2025 5:00:00 AM,SE
TAL,FPC,77,06/03/2025 6:00:00 AM,FLA
TAL,SOCO,-32,06/03/2025 6:00:00 AM,SE
TAL,FPC,72,06/03/2025 7:00:00 AM,FLA
TAL,SOCO,-26,06/03/2025 7:00:00 AM,SE
TAL,FPC,75,06/03/2025 8:00:00 AM,FLA
TAL,SOCO,-29,06/03/2025 8:00:00 AM,SE
TAL,FPC,72,06/03/2025 9:00:00 AM,FLA
TAL,SOCO,-28,06/03/2025 9:00:00 AM,SE
TAL,FPC,74,06/03/2025 10:00:00 AM,FLA
TAL,SOCO,-30,06/03/2025 10:00:00 AM,SE
TAL,FPC,79,06/03/2025 11:00:00 AM,FLA
TAL,SOCO,-35,06/03/2025 11:00:00 AM,SE
TAL,FPC,69,06/03/2025 12:00:00 PM,FLA
TAL,SOCO,-43,06/03/2025 12:00:00 PM,SE
TAL,FPC,78,06/03/2025 1:00:00 PM,FLA
TAL,SOCO,-52,06/03/2025 1:00:00 PM,SE
TAL,FPC,92,06/03/2025 2:00:00 PM,FLA
TAL,SOCO,-67,06/03/2025 2:00:00 PM,SE
TAL,FPC,108,06/03/2025 3:00:00 PM,FLA
TAL,SOCO,-83,06/03/2025 3:00:00 PM,SE
TAL,FPC,126,06/03/2025 4:00:00 PM,FLA
TAL,SOCO,-101,06/03/2025 4:00:00 PM,SE
TAL,FPC,127,06/03/2025 5:00:00 PM,FLA
TAL,SOCO,-126,06/03/2025 5:00:00 PM,SE
TAL,FPC,136,06/03/2025 6:00:00 PM,FLA
TAL,SOCO,-136,06/03/2025 6:00:00 PM,SE
TAL,FPC,145,06/03/2025 7:00:00 PM,FLA
TAL,SOCO,-145,06/03/2025 7:00:00 PM,SE
TAL,FPC,145,06/03/2025 8:00:00 PM,FLA
TAL,SOCO,-143,06/03/2025 8:00:00 PM,SE
TAL,FPC,151,06/03/2025 9:00:00 PM,FLA
TAL,SOCO,-151,06/03/2025 9:00:00 PM,SE
TAL,FPC,134,06/03/2025 10:00:00 PM,FLA
TAL,SOCO,-133,06/03/2025 10:00:00 PM,SE
TAL,FPC,115,06/03/2025 11:00:00 PM,FLA
TAL,SOCO,-114,06/03/2025 11:00:00 PM,SE
TAL,FPC,101,06/04/2025 12:00:00 AM,FLA
TAL,SOCO,-101,06/04/2025 12:00:00 AM,SE
TAL,FPC,93,06/04/2025 1:00:00 AM,FLA
TAL,SOCO,-92,06/04/2025 1:00:00 AM,SE
TAL,FPC,86,06/04/2025 2:00:00 AM,FLA
TAL,SOCO,-85,06/04/2025 2:00:00 AM,SE
TAL,FPC,101,06/04/2025 3:00:00 AM,FLA
TAL,SOCO,-58,06/04/2025 3:00:00 AM,SE
TAL,FPC,95,06/04/2025 4:00:00 AM,FLA
TAL,SOCO,-49,06/04/2025 4:00:00 AM,SE
TAL,FPC,91,06/04/2025 5:00:00 AM,FLA
TAL,SOCO,-41,06/04/2025 5:00:00 AM,SE
TAL,FPC,81,06/04/2025 6:00:00 AM,FLA
TAL,SOCO,-31,06/04/2025 6:00:00 AM,SE
TAL,FPC,77,06/04/2025 7:00:00 AM,FLA
TAL,SOCO,-26,06/04/2025 7:00:00 AM,SE
TAL,FPC,77,06/04/2025 8:00:00 AM,FLA
TAL,SOCO,-26,06/04/2025 8:00:00 AM,SE
TAL,FPC,72,06/04/2025 9:00:00 AM,FLA
TAL,SOCO,-22,06/04/2025 9:00:00 AM,SE
TAL,FPC,72,06/04/2025 10:00:00 AM,FLA
TAL,SOCO,-23,06/04/2025 10:00:00 AM,SE
TAL,FPC,75,06/04/2025 11:00:00 AM,FLA
TAL,SOCO,-26,06/04/2025 11:00:00 AM,SE
TAL,FPC,77,06/04/2025 12:00:00 PM,FLA
TAL,SOCO,-26,06/04/2025 12:00:00 PM,SE
TAL,FPC,78,06/04/2025 1:00:00 PM,FLA
TAL,SOCO,-30,06/04/2025 1:00:00 PM,SE
TAL,FPC,77,06/04/2025 2:00:00 PM,FLA
TAL,SOCO,-52,06/04/2025 2:00:00 PM,SE
TAL,FPC,79,06/04/2025 3:00:00 PM,FLA
TAL,SOCO,-53,06/04/2025 3:00:00 PM,SE
TAL,FPC,84,06/04/2025 4:00:00 PM,FLA
TAL,SOCO,-61,06/04/2025 4:00:00 PM,SE
TAL,FPC,86,06/04/2025 5:00:00 PM,FLA
TAL,SOCO,-85,06/04/2025 5:00:00 PM,SE
TAL,FPC,82,06/04/2025 6:00:00 PM,FLA
TAL,SOCO,-82,06/04/2025 6:00:00 PM,SE
TAL,FPC,92,06/04/2025 7:00:00 PM,FLA
TAL,SOCO,-92,06/04/2025 7:00:00 PM,SE
TAL,FPC,117,06/04/2025 8:00:00 PM,FLA
TAL,SOCO,-119,06/04/2025 8:00:00 PM,SE
TAL,FPC,112,06/04/2025 9:00:00 PM,FLA
TAL,SOCO,-111,06/04/2025 9:00:00 PM,SE
TAL,FPC,101,06/04/2025 10:00:00 PM,FLA
TAL,SOCO,-101,06/04/2025 10:00:00 PM,SE
TAL,FPC,93,06/04/2025 11:00:00 PM,FLA
TAL,SOCO,-93,06/04/2025 11:00:00 PM,SE
TAL,FPC,94,06/05/2025 12:00:00 AM,FLA
TAL,SOCO,-94,06/05/2025 12:00:00 AM,SE
TAL,FPC,99,06/05/2025 1:00:00 AM,FLA
TAL,SOCO,-98,06/05/2025 1:00:00 AM,SE
TAL,FPC,94,06/05/2025 2:00:00 AM,FLA
TAL,SOCO,-93,06/05/2025 2:00:00 AM,SE
TAL,FPC,109,06/05/2025 3:00:00 AM,FLA
TAL,SOCO,-66,06/05/2025 3:00:00 AM,SE
TAL,FPC,102,06/05/2025 4:00:00 AM,FLA
TAL,SOCO,-57,06/05/2025 4:00:00 AM,SE
TAL,FPC,90,06/05/2025 5:00:00 AM,FLA
TAL,SOCO,-41,06/05/2025 5:00:00 AM,SE
