"Balancing Authority","Directly Interconnected Balancing Authority","Interchange (MW)","UTC Time at End of Hour","DIBA_Region"
DOPD,BPAT,384,06/05/2025 12:00:00 PM,NW
DOPD,CHPD,-156,06/05/2025 12:00:00 PM,NW
DOPD,BPAT,531,06/05/2025 1:00:00 PM,NW
DOPD,CHPD,-157,06/05/2025 1:00:00 PM,NW
DOPD,BPAT,479,06/05/2025 2:00:00 PM,NW
DOPD,CHPD,-163,06/05/2025 2:00:00 PM,NW
DOPD,BPAT,381,06/05/2025 3:00:00 PM,NW
DOPD,CHPD,-120,06/05/2025 3:00:00 PM,NW
DOPD,BPAT,375,06/05/2025 4:00:00 PM,NW
DOPD,CHPD,-208,06/05/2025 4:00:00 PM,NW
DOPD,BPAT,396,06/05/2025 5:00:00 PM,NW
DOPD,CHPD,-172,06/05/2025 5:00:00 PM,NW
DOPD,BPAT,427,06/05/2025 6:00:00 PM,NW
DOPD,CHPD,-234,06/05/2025 6:00:00 PM,NW
DOPD,BPAT,366,06/05/2025 7:00:00 PM,NW
DOPD,CHPD,-210,06/05/2025 7:00:00 PM,NW
DOPD,BPAT,292,06/05/2025 8:00:00 PM,NW
DOPD,CHPD,-86,06/05/2025 8:00:00 PM,NW
DOPD,BPAT,406,06/05/2025 9:00:00 PM,NW
DOPD,CHPD,6,06/05/2025 9:00:00 PM,NW
DOPD,BPAT,439,06/05/2025 10:00:00 PM,NW
DOPD,CHPD,-16,06/05/2025 10:00:00 PM,NW
DOPD,BPAT,481,06/05/2025 11:00:00 PM,NW
DOPD,CHPD,-70,06/05/2025 11:00:00 PM,NW
DOPD,BPAT,701,06/06/2025 12:00:00 AM,NW
DOPD,CHPD,-302,06/06/2025 12:00:00 AM,NW
DOPD,BPAT,688,06/06/2025 1:00:00 AM,NW
DOPD,CHPD,-298,06/06/2025 1:00:00 AM,NW
DOPD,BPAT,689,06/06/2025 2:00:00 AM,NW
DOPD,CHPD,-302,06/06/2025 2:00:00 AM,NW
DOPD,BPAT,692,06/06/2025 3:00:00 AM,NW
DOPD,CHPD,-310,06/06/2025 3:00:00 AM,NW
DOPD,BPAT,635,06/06/2025 4:00:00 AM,NW
DOPD,CHPD,-356,06/06/2025 4:00:00 AM,NW
DOPD,BPAT,613,06/06/2025 5:00:00 AM,NW
DOPD,CHPD,-388,06/06/2025 5:00:00 AM,NW
DOPD,BPAT,547,06/06/2025 6:00:00 AM,NW
DOPD,CHPD,-326,06/06/2025 6:00:00 AM,NW
DOPD,BPAT,497,06/06/2025 7:00:00 AM,NW
DOPD,CHPD,-199,06/06/2025 7:00:00 AM,NW
DOPD,BPAT,628,06/06/2025 8:00:00 AM,NW
DOPD,CHPD,-308,06/06/2025 8:00:00 AM,NW
DOPD,BPAT,429,06/06/2025 9:00:00 AM,NW
DOPD,CHPD,-303,06/06/2025 9:00:00 AM,NW
DOPD,BPAT,387,06/06/2025 10:00:00 AM,NW
DOPD,CHPD,-258,06/06/2025 10:00:00 AM,NW
DOPD,BPAT,355,06/06/2025 11:00:00 AM,NW
DOPD,CHPD,-232,06/06/2025 11:00:00 AM,NW
DOPD,BPAT,302,06/06/2025 12:00:00 PM,NW
DOPD,CHPD,-44,06/06/2025 12:00:00 PM,NW
DOPD,BPAT,418,06/06/2025 1:00:00 PM,NW
DOPD,CHPD,-65,06/06/2025 1:00:00 PM,NW
DOPD,BPAT,544,06/06/2025 2:00:00 PM,NW
DOPD,CHPD,-97,06/06/2025 2:00:00 PM,NW
DOPD,BPAT,571,06/06/2025 3:00:00 PM,NW
DOPD,CHPD,-182,06/06/2025 3:00:00 PM,NW
DOPD,BPAT,604,06/06/2025 4:00:00 PM,NW
DOPD,CHPD,-221,06/06/2025 4:00:00 PM,NW
DOPD,BPAT,553,06/06/2025 5:00:00 PM,NW
DOPD,CHPD,-275,06/06/2025 5:00:00 PM,NW
DOPD,BPAT,488,06/06/2025 6:00:00 PM,NW
DOPD,CHPD,-199,06/06/2025 6:00:00 PM,NW
DOPD,BPAT,437,06/06/2025 7:00:00 PM,NW
DOPD,CHPD,-161,06/06/2025 7:00:00 PM,NW
DOPD,BPAT,359,06/06/2025 8:00:00 PM,NW
DOPD,CHPD,-99,06/06/2025 8:00:00 PM,NW
DOPD,BPAT,402,06/06/2025 9:00:00 PM,NW
DOPD,CHPD,-76,06/06/2025 9:00:00 PM,NW
DOPD,BPAT,367,06/06/2025 10:00:00 PM,NW
DOPD,CHPD,-12,06/06/2025 10:00:00 PM,NW
DOPD,BPAT,451,06/06/2025 11:00:00 PM,NW
DOPD,CHPD,-77,06/06/2025 11:00:00 PM,NW
DOPD,BPAT,604,06/07/2025 12:00:00 AM,NW
DOPD,CHPD,-219,06/07/2025 12:00:00 AM,NW
DOPD,BPAT,585,06/07/2025 1:00:00 AM,NW
DOPD,CHPD,-238,06/07/2025 1:00:00 AM,NW
DOPD,BPAT,676,06/07/2025 2:00:00 AM,NW
DOPD,CHPD,-298,06/07/2025 2:00:00 AM,NW
DOPD,BPAT,730,06/07/2025 3:00:00 AM,NW
DOPD,CHPD,-329,06/07/2025 3:00:00 AM,NW
DOPD,BPAT,684,06/07/2025 4:00:00 AM,NW
DOPD,CHPD,-366,06/07/2025 4:00:00 AM,NW
DOPD,BPAT,673,06/07/2025 5:00:00 AM,NW
DOPD,CHPD,-386,06/07/2025 5:00:00 AM,NW
DOPD,BPAT,569,06/07/2025 6:00:00 AM,NW
DOPD,CHPD,-370,06/07/2025 6:00:00 AM,NW
DOPD,BPAT,545,06/07/2025 7:00:00 AM,NW
DOPD,CHPD,-369,06/07/2025 7:00:00 AM,NW
DOPD,BPAT,467,06/07/2025 8:00:00 AM,NW
DOPD,CHPD,-219,06/07/2025 8:00:00 AM,NW
DOPD,BPAT,323,06/07/2025 9:00:00 AM,NW
DOPD,CHPD,-139,06/07/2025 9:00:00 AM,NW
DOPD,BPAT,320,06/07/2025 10:00:00 AM,NW
DOPD,CHPD,-130,06/07/2025 10:00:00 AM,NW
DOPD,BPAT,294,06/07/2025 11:00:00 AM,NW
DOPD,CHPD,-104,06/07/2025 11:00:00 AM,NW
DOPD,BPAT,299,06/07/2025 12:00:00 PM,NW
DOPD,CHPD,-163,06/07/2025 12:00:00 PM,NW
DOPD,BPAT,406,06/07/2025 1:00:00 PM,NW
DOPD,CHPD,-165,06/07/2025 1:00:00 PM,NW
DOPD,BPAT,336,06/07/2025 2:00:00 PM,NW
DOPD,CHPD,-117,06/07/2025 2:00:00 PM,NW
DOPD,BPAT,249,06/07/2025 3:00:00 PM,NW
DOPD,CHPD,-136,06/07/2025 3:00:00 PM,NW
DOPD,BPAT,157,06/07/2025 4:00:00 PM,NW
DOPD,CHPD,-75,06/07/2025 4:00:00 PM,NW
DOPD,BPAT,192,06/07/2025 5:00:00 PM,NW
DOPD,CHPD,-38,06/07/2025 5:00:00 PM,NW
DOPD,BPAT,172,06/07/2025 6:00:00 PM,NW
DOPD,CHPD,19,06/07/2025 6:00:00 PM,NW
DOPD,BPAT,157,06/07/2025 7:00:00 PM,NW
DOPD,CHPD,169,06/07/2025 7:00:00 PM,NW
DOPD,BPAT,23,06/07/2025 8:00:00 PM,NW
DOPD,CHPD,92,06/07/2025 8:00:00 PM,NW
DOPD,BPAT,213,06/07/2025 9:00:00 PM,NW
DOPD,CHPD,69,06/07/2025 9:00:00 PM,NW
DOPD,BPAT,86,06/07/2025 10:00:00 PM,NW
DOPD,CHPD,44,06/07/2025 10:00:00 PM,NW
DOPD,BPAT,117,06/07/2025 11:00:00 PM,NW
DOPD,CHPD,12,06/07/2025 11:00:00 PM,NW
DOPD,BPAT,192,06/08/2025 12:00:00 AM,NW
DOPD,CHPD,-85,06/08/2025 12:00:00 AM,NW
DOPD,BPAT,223,06/08/2025 1:00:00 AM,NW
DOPD,CHPD,-29,06/08/2025 1:00:00 AM,NW
DOPD,BPAT,249,06/08/2025 2:00:00 AM,NW
DOPD,CHPD,41,06/08/2025 2:00:00 AM,NW
DOPD,BPAT,484,06/08/2025 3:00:00 AM,NW
DOPD,CHPD,-187,06/08/2025 3:00:00 AM,NW
DOPD,BPAT,561,06/08/2025 4:00:00 AM,NW
DOPD,CHPD,-201,06/08/2025 4:00:00 AM,NW
DOPD,BPAT,634,06/08/2025 5:00:00 AM,NW
DOPD,CHPD,-260,06/08/2025 5:00:00 AM,NW
DOPD,BPAT,575,06/08/2025 6:00:00 AM,NW
DOPD,CHPD,-218,06/08/2025 6:00:00 AM,NW
DOPD,BPAT,561,06/08/2025 7:00:00 AM,NW
DOPD,CHPD,-191,06/08/2025 7:00:00 AM,NW
DOPD,BPAT,560,06/08/2025 8:00:00 AM,NW
DOPD,CHPD,-160,06/08/2025 8:00:00 AM,NW
DOPD,BPAT,569,06/08/2025 9:00:00 AM,NW
DOPD,CHPD,-115,06/08/2025 9:00:00 AM,NW
DOPD,BPAT,562,06/08/2025 10:00:00 AM,NW
DOPD,CHPD,-215,06/08/2025 10:00:00 AM,NW
DOPD,BPAT,491,06/08/2025 11:00:00 AM,NW
DOPD,CHPD,-202,06/08/2025 11:00:00 AM,NW
DOPD,BPAT,506,06/08/2025 12:00:00 PM,NW
DOPD,CHPD,-403,06/08/2025 12:00:00 PM,NW
DOPD,BPAT,402,06/08/2025 1:00:00 PM,NW
DOPD,CHPD,-371,06/08/2025 1:00:00 PM,NW
DOPD,BPAT,101,06/08/2025 2:00:00 PM,NW
DOPD,CHPD,-151,06/08/2025 2:00:00 PM,NW
DOPD,BPAT,-89,06/08/2025 3:00:00 PM,NW
DOPD,CHPD,0,06/08/2025 3:00:00 PM,NW
DOPD,BPAT,-61,06/08/2025 4:00:00 PM,NW
DOPD,CHPD,-31,06/08/2025 4:00:00 PM,NW
DOPD,BPAT,-166,06/08/2025 5:00:00 PM,NW
DOPD,CHPD,114,06/08/2025 5:00:00 PM,NW
DOPD,BPAT,-171,06/08/2025 6:00:00 PM,NW
DOPD,CHPD,126,06/08/2025 6:00:00 PM,NW
DOPD,BPAT,-76,06/08/2025 7:00:00 PM,NW
DOPD,CHPD,230,06/08/2025 7:00:00 PM,NW
DOPD,BPAT,-58,06/08/2025 8:00:00 PM,NW
DOPD,CHPD,284,06/08/2025 8:00:00 PM,NW
DOPD,BPAT,-7,06/08/2025 9:00:00 PM,NW
DOPD,CHPD,274,06/08/2025 9:00:00 PM,NW
DOPD,BPAT,158,06/08/2025 10:00:00 PM,NW
DOPD,CHPD,110,06/08/2025 10:00:00 PM,NW
DOPD,BPAT,353,06/08/2025 11:00:00 PM,NW
DOPD,CHPD,-72,06/08/2025 11:00:00 PM,NW
DUK,CPLE,1030,05/19/2025 12:00:00 AM,CAR
DUK,CPLW,180,05/19/2025 12:00:00 AM,CAR
DUK,PJM,25,05/19/2025 12:00:00 AM,MIDA
DUK,SC,-645,05/19/2025 12:00:00 AM,CAR
DUK,SCEG,111,05/19/2025 12:00:00 AM,CAR
DUK,SEPA,162,05/19/2025 12:00:00 AM,SE
DUK,SOCO,1185,05/19/2025 12:00:00 AM,SE
DUK,TVA,-43,05/19/2025 12:00:00 AM,TEN
DUK,YAD,-132,05/19/2025 12:00:00 AM,CAR
DUK,CPLE,935,05/19/2025 1:00:00 AM,CAR
DUK,CPLW,143,05/19/2025 1:00:00 AM,CAR
DUK,PJM,81,05/19/2025 1:00:00 AM,MIDA
DUK,SC,-662,05/19/2025 1:00:00 AM,CAR
DUK,SCEG,40,05/19/2025 1:00:00 AM,CAR
DUK,SEPA,147,05/19/2025 1:00:00 AM,SE
DUK,SOCO,1093,05/19/2025 1:00:00 AM,SE
DUK,TVA,-58,05/19/2025 1:00:00 AM,TEN
DUK,YAD,-136,05/19/2025 1:00:00 AM,CAR
DUK,CPLE,849,05/19/2025 2:00:00 AM,CAR
DUK,CPLW,146,05/19/2025 2:00:00 AM,CAR
DUK,PJM,183,05/19/2025 2:00:00 AM,MIDA
DUK,SC,-614,05/19/2025 2:00:00 AM,CAR
DUK,SCEG,7,05/19/2025 2:00:00 AM,CAR
DUK,SEPA,149,05/19/2025 2:00:00 AM,SE
DUK,SOCO,1155,05/19/2025 2:00:00 AM,SE
DUK,TVA,-53,05/19/2025 2:00:00 AM,TEN
DUK,YAD,-138,05/19/2025 2:00:00 AM,CAR
DUK,CPLE,956,05/19/2025 3:00:00 AM,CAR
DUK,CPLW,74,05/19/2025 3:00:00 AM,CAR
DUK,PJM,257,05/19/2025 3:00:00 AM,MIDA
DUK,SC,-671,05/19/2025 3:00:00 AM,CAR
DUK,SCEG,-98,05/19/2025 3:00:00 AM,CAR
DUK,SEPA,124,05/19/2025 3:00:00 AM,SE
DUK,SOCO,927,05/19/2025 3:00:00 AM,SE
DUK,TVA,-75,05/19/2025 3:00:00 AM,TEN
DUK,YAD,-135,05/19/2025 3:00:00 AM,CAR
DUK,CPLE,890,05/19/2025 4:00:00 AM,CAR
DUK,CPLW,59,05/19/2025 4:00:00 AM,CAR
DUK,PJM,276,05/19/2025 4:00:00 AM,MIDA
DUK,SC,-562,05/19/2025 4:00:00 AM,CAR
DUK,SCEG,-110,05/19/2025 4:00:00 AM,CAR
DUK,SEPA,116,05/19/2025 4:00:00 AM,SE
DUK,SOCO,988,05/19/2025 4:00:00 AM,SE
DUK,TVA,-73,05/19/2025 4:00:00 AM,TEN
DUK,YAD,-133,05/19/2025 4:00:00 AM,CAR
DUK,CPLE,581,05/19/2025 5:00:00 AM,CAR
DUK,CPLW,9,05/19/2025 5:00:00 AM,CAR
DUK,PJM,314,05/19/2025 5:00:00 AM,MIDA
DUK,SC,-391,05/19/2025 5:00:00 AM,CAR
DUK,SCEG,-210,05/19/2025 5:00:00 AM,CAR
DUK,SEPA,50,05/19/2025 5:00:00 AM,SE
DUK,SOCO,717,05/19/2025 5:00:00 AM,SE
DUK,TVA,-91,05/19/2025 5:00:00 AM,TEN
DUK,YAD,-87,05/19/2025 5:00:00 AM,CAR
DUK,CPLE,455,05/19/2025 6:00:00 AM,CAR
DUK,CPLW,17,05/19/2025 6:00:00 AM,CAR
DUK,PJM,289,05/19/2025 6:00:00 AM,MIDA
DUK,SC,-364,05/19/2025 6:00:00 AM,CAR
DUK,SCEG,-193,05/19/2025 6:00:00 AM,CAR
DUK,SEPA,51,05/19/2025 6:00:00 AM,SE
DUK,SOCO,742,05/19/2025 6:00:00 AM,SE
DUK,TVA,-84,05/19/2025 6:00:00 AM,TEN
DUK,YAD,-143,05/19/2025 6:00:00 AM,CAR
DUK,CPLE,453,05/19/2025 7:00:00 AM,CAR
DUK,CPLW,33,05/19/2025 7:00:00 AM,CAR
DUK,PJM,304,05/19/2025 7:00:00 AM,MIDA
DUK,SC,-362,05/19/2025 7:00:00 AM,CAR
DUK,SCEG,-195,05/19/2025 7:00:00 AM,CAR
DUK,SEPA,51,05/19/2025 7:00:00 AM,SE
DUK,SOCO,778,05/19/2025 7:00:00 AM,SE
DUK,TVA,-71,05/19/2025 7:00:00 AM,TEN
DUK,YAD,-144,05/19/2025 7:00:00 AM,CAR
DUK,CPLE,582,05/19/2025 8:00:00 AM,CAR
DUK,CPLW,42,05/19/2025 8:00:00 AM,CAR
DUK,PJM,415,05/19/2025 8:00:00 AM,MIDA
DUK,SC,-376,05/19/2025 8:00:00 AM,CAR
DUK,SCEG,-202,05/19/2025 8:00:00 AM,CAR
DUK,SEPA,37,05/19/2025 8:00:00 AM,SE
DUK,SOCO,659,05/19/2025 8:00:00 AM,SE
DUK,TVA,-83,05/19/2025 8:00:00 AM,TEN
DUK,YAD,-138,05/19/2025 8:00:00 AM,CAR
DUK,CPLE,627,05/19/2025 9:00:00 AM,CAR
DUK,CPLW,25,05/19/2025 9:00:00 AM,CAR
DUK,PJM,498,05/19/2025 9:00:00 AM,MIDA
DUK,SC,-358,05/19/2025 9:00:00 AM,CAR
DUK,SCEG,-195,05/19/2025 9:00:00 AM,CAR
DUK,SEPA,20,05/19/2025 9:00:00 AM,SE
DUK,SOCO,547,05/19/2025 9:00:00 AM,SE
DUK,TVA,-115,05/19/2025 9:00:00 AM,TEN
DUK,YAD,-140,05/19/2025 9:00:00 AM,CAR
DUK,CPLE,495,05/19/2025 10:00:00 AM,CAR
DUK,CPLW,23,05/19/2025 10:00:00 AM,CAR
DUK,PJM,483,05/19/2025 10:00:00 AM,MIDA
DUK,SC,-388,05/19/2025 10:00:00 AM,CAR
DUK,SCEG,-229,05/19/2025 10:00:00 AM,CAR
DUK,SEPA,22,05/19/2025 10:00:00 AM,SE
DUK,SOCO,542,05/19/2025 10:00:00 AM,SE
DUK,TVA,-118,05/19/2025 10:00:00 AM,TEN
DUK,YAD,-142,05/19/2025 10:00:00 AM,CAR
DUK,CPLE,293,05/19/2025 11:00:00 AM,CAR
DUK,CPLW,40,05/19/2025 11:00:00 AM,CAR
DUK,PJM,516,05/19/2025 11:00:00 AM,MIDA
DUK,SC,-376,05/19/2025 11:00:00 AM,CAR
DUK,SCEG,-254,05/19/2025 11:00:00 AM,CAR
DUK,SEPA,40,05/19/2025 11:00:00 AM,SE
DUK,SOCO,659,05/19/2025 11:00:00 AM,SE
DUK,TVA,-126,05/19/2025 11:00:00 AM,TEN
DUK,YAD,-153,05/19/2025 11:00:00 AM,CAR
DUK,CPLE,-225,05/19/2025 12:00:00 PM,CAR
DUK,CPLW,49,05/19/2025 12:00:00 PM,CAR
DUK,PJM,428,05/19/2025 12:00:00 PM,MIDA
DUK,SC,-368,05/19/2025 12:00:00 PM,CAR
DUK,SCEG,-242,05/19/2025 12:00:00 PM,CAR
DUK,SEPA,48,05/19/2025 12:00:00 PM,SE
DUK,SOCO,722,05/19/2025 12:00:00 PM,SE
DUK,TVA,-136,05/19/2025 12:00:00 PM,TEN
DUK,YAD,-166,05/19/2025 12:00:00 PM,CAR
DUK,CPLE,-603,05/19/2025 1:00:00 PM,CAR
DUK,CPLW,88,05/19/2025 1:00:00 PM,CAR
DUK,PJM,521,05/19/2025 1:00:00 PM,MIDA
DUK,SC,-370,05/19/2025 1:00:00 PM,CAR
DUK,SCEG,-253,05/19/2025 1:00:00 PM,CAR
DUK,SEPA,37,05/19/2025 1:00:00 PM,SE
DUK,SOCO,669,05/19/2025 1:00:00 PM,SE
DUK,TVA,-116,05/19/2025 1:00:00 PM,TEN
DUK,YAD,-168,05/19/2025 1:00:00 PM,CAR
DUK,CPLE,-883,05/19/2025 2:00:00 PM,CAR
DUK,CPLW,161,05/19/2025 2:00:00 PM,CAR
DUK,PJM,538,05/19/2025 2:00:00 PM,MIDA
DUK,SC,-373,05/19/2025 2:00:00 PM,CAR
DUK,SCEG,-279,05/19/2025 2:00:00 PM,CAR
DUK,SEPA,28,05/19/2025 2:00:00 PM,SE
DUK,SOCO,614,05/19/2025 2:00:00 PM,SE
DUK,TVA,-90,05/19/2025 2:00:00 PM,TEN
DUK,YAD,-172,05/19/2025 2:00:00 PM,CAR
DUK,CPLE,-1259,05/19/2025 3:00:00 PM,CAR
DUK,CPLW,202,05/19/2025 3:00:00 PM,CAR
DUK,PJM,318,05/19/2025 3:00:00 PM,MIDA
DUK,SC,-370,05/19/2025 3:00:00 PM,CAR
DUK,SCEG,-296,05/19/2025 3:00:00 PM,CAR
DUK,SEPA,39,05/19/2025 3:00:00 PM,SE
DUK,SOCO,726,05/19/2025 3:00:00 PM,SE
DUK,TVA,-72,05/19/2025 3:00:00 PM,TEN
DUK,YAD,-182,05/19/2025 3:00:00 PM,CAR
DUK,CPLE,-1372,05/19/2025 4:00:00 PM,CAR
DUK,CPLW,177,05/19/2025 4:00:00 PM,CAR
DUK,PJM,97,05/19/2025 4:00:00 PM,MIDA
DUK,SC,-362,05/19/2025 4:00:00 PM,CAR
DUK,SCEG,-258,05/19/2025 4:00:00 PM,CAR
DUK,SEPA,71,05/19/2025 4:00:00 PM,SE
DUK,SOCO,921,05/19/2025 4:00:00 PM,SE
DUK,TVA,-77,05/19/2025 4:00:00 PM,TEN
DUK,YAD,-203,05/19/2025 4:00:00 PM,CAR
DUK,CPLE,-1400,05/19/2025 5:00:00 PM,CAR
DUK,CPLW,213,05/19/2025 5:00:00 PM,CAR
DUK,PJM,30,05/19/2025 5:00:00 PM,MIDA
DUK,SC,-396,05/19/2025 5:00:00 PM,CAR
DUK,SCEG,-201,05/19/2025 5:00:00 PM,CAR
DUK,SEPA,107,05/19/2025 5:00:00 PM,SE
DUK,SOCO,1135,05/19/2025 5:00:00 PM,SE
DUK,TVA,-47,05/19/2025 5:00:00 PM,TEN
DUK,YAD,-197,05/19/2025 5:00:00 PM,CAR
DUK,CPLE,-1327,05/19/2025 6:00:00 PM,CAR
DUK,CPLW,234,05/19/2025 6:00:00 PM,CAR
DUK,PJM,-28,05/19/2025 6:00:00 PM,MIDA
DUK,SC,-396,05/19/2025 6:00:00 PM,CAR
DUK,SCEG,-186,05/19/2025 6:00:00 PM,CAR
DUK,SEPA,119,05/19/2025 6:00:00 PM,SE
DUK,SOCO,1274,05/19/2025 6:00:00 PM,SE
DUK,TVA,-28,05/19/2025 6:00:00 PM,TEN
DUK,YAD,-197,05/19/2025 6:00:00 PM,CAR
DUK,CPLE,-980,05/19/2025 7:00:00 PM,CAR
DUK,CPLW,210,05/19/2025 7:00:00 PM,CAR
DUK,PJM,105,05/19/2025 7:00:00 PM,MIDA
DUK,SC,-535,05/19/2025 7:00:00 PM,CAR
DUK,SCEG,-186,05/19/2025 7:00:00 PM,CAR
DUK,SEPA,21,05/19/2025 7:00:00 PM,SE
DUK,SOCO,1238,05/19/2025 7:00:00 PM,SE
DUK,TVA,-22,05/19/2025 7:00:00 PM,TEN
DUK,YAD,-193,05/19/2025 7:00:00 PM,CAR
DUK,CPLE,-852,05/19/2025 8:00:00 PM,CAR
DUK,CPLW,216,05/19/2025 8:00:00 PM,CAR
DUK,PJM,32,05/19/2025 8:00:00 PM,MIDA
DUK,SC,-517,05/19/2025 8:00:00 PM,CAR
DUK,SCEG,-121,05/19/2025 8:00:00 PM,CAR
DUK,SEPA,-96,05/19/2025 8:00:00 PM,SE
DUK,SOCO,1319,05/19/2025 8:00:00 PM,SE
DUK,TVA,-8,05/19/2025 8:00:00 PM,TEN
DUK,YAD,-188,05/19/2025 8:00:00 PM,CAR
DUK,CPLE,-291,05/19/2025 9:00:00 PM,CAR
DUK,CPLW,202,05/19/2025 9:00:00 PM,CAR
DUK,PJM,55,05/19/2025 9:00:00 PM,MIDA
DUK,SC,-656,05/19/2025 9:00:00 PM,CAR
DUK,SCEG,-65,05/19/2025 9:00:00 PM,CAR
DUK,SEPA,-164,05/19/2025 9:00:00 PM,SE
DUK,SOCO,1442,05/19/2025 9:00:00 PM,SE
DUK,TVA,33,05/19/2025 9:00:00 PM,TEN
DUK,YAD,-172,05/19/2025 9:00:00 PM,CAR
DUK,CPLE,373,05/19/2025 10:00:00 PM,CAR
DUK,CPLW,115,05/19/2025 10:00:00 PM,CAR
DUK,PJM,-91,05/19/2025 10:00:00 PM,MIDA
DUK,SC,-743,05/19/2025 10:00:00 PM,CAR
DUK,SCEG,8,05/19/2025 10:00:00 PM,CAR
DUK,SEPA,-151,05/19/2025 10:00:00 PM,SE
DUK,SOCO,1473,05/19/2025 10:00:00 PM,SE
DUK,TVA,33,05/19/2025 10:00:00 PM,TEN
DUK,YAD,-142,05/19/2025 10:00:00 PM,CAR
DUK,CPLE,949,05/19/2025 11:00:00 PM,CAR
DUK,CPLW,94,05/19/2025 11:00:00 PM,CAR
DUK,PJM,-127,05/19/2025 11:00:00 PM,MIDA
DUK,SC,-709,05/19/2025 11:00:00 PM,CAR
DUK,SCEG,18,05/19/2025 11:00:00 PM,CAR
DUK,SEPA,-166,05/19/2025 11:00:00 PM,SE
DUK,SOCO,1355,05/19/2025 11:00:00 PM,SE
DUK,TVA,8,05/19/2025 11:00:00 PM,TEN
DUK,YAD,-125,05/19/2025 11:00:00 PM,CAR
DUK,CPLE,1203,05/20/2025 12:00:00 AM,CAR
DUK,CPLW,51,05/20/2025 12:00:00 AM,CAR
DUK,PJM,-177,05/20/2025 12:00:00 AM,MIDA
DUK,SC,-731,05/20/2025 12:00:00 AM,CAR
DUK,SCEG,109,05/20/2025 12:00:00 AM,CAR
DUK,SEPA,-161,05/20/2025 12:00:00 AM,SE
DUK,SOCO,1333,05/20/2025 12:00:00 AM,SE
DUK,TVA,-12,05/20/2025 12:00:00 AM,TEN
DUK,YAD,-116,05/20/2025 12:00:00 AM,CAR
DUK,CPLE,1052,05/20/2025 1:00:00 AM,CAR
DUK,CPLW,25,05/20/2025 1:00:00 AM,CAR
DUK,PJM,-193,05/20/2025 1:00:00 AM,MIDA
DUK,SC,-578,05/20/2025 1:00:00 AM,CAR
DUK,SCEG,5,05/20/2025 1:00:00 AM,CAR
DUK,SEPA,-170,05/20/2025 1:00:00 AM,SE
DUK,SOCO,1269,05/20/2025 1:00:00 AM,SE
DUK,TVA,-25,05/20/2025 1:00:00 AM,TEN
DUK,YAD,-123,05/20/2025 1:00:00 AM,CAR
DUK,CPLE,623,05/20/2025 2:00:00 AM,CAR
DUK,CPLW,2,05/20/2025 2:00:00 AM,CAR
DUK,PJM,-233,05/20/2025 2:00:00 AM,MIDA
DUK,SC,-446,05/20/2025 2:00:00 AM,CAR
DUK,SCEG,-90,05/20/2025 2:00:00 AM,CAR
DUK,SEPA,121,05/20/2025 2:00:00 AM,SE
DUK,SOCO,1214,05/20/2025 2:00:00 AM,SE
DUK,TVA,-25,05/20/2025 2:00:00 AM,TEN
DUK,YAD,-138,05/20/2025 2:00:00 AM,CAR
DUK,CPLE,382,05/20/2025 3:00:00 AM,CAR
DUK,CPLW,-55,05/20/2025 3:00:00 AM,CAR
DUK,PJM,-187,05/20/2025 3:00:00 AM,MIDA
DUK,SC,-425,05/20/2025 3:00:00 AM,CAR
DUK,SCEG,-163,05/20/2025 3:00:00 AM,CAR
DUK,SEPA,113,05/20/2025 3:00:00 AM,SE
DUK,SOCO,1054,05/20/2025 3:00:00 AM,SE
DUK,TVA,-54,05/20/2025 3:00:00 AM,TEN
DUK,YAD,-141,05/20/2025 3:00:00 AM,CAR
DUK,CPLE,446,05/20/2025 4:00:00 AM,CAR
DUK,CPLW,-78,05/20/2025 4:00:00 AM,CAR
DUK,PJM,-36,05/20/2025 4:00:00 AM,MIDA
DUK,SC,-409,05/20/2025 4:00:00 AM,CAR
DUK,SCEG,-153,05/20/2025 4:00:00 AM,CAR
DUK,SEPA,113,05/20/2025 4:00:00 AM,SE
DUK,SOCO,1065,05/20/2025 4:00:00 AM,SE
DUK,TVA,-61,05/20/2025 4:00:00 AM,TEN
DUK,YAD,-136,05/20/2025 4:00:00 AM,CAR
DUK,CPLE,705,05/20/2025 5:00:00 AM,CAR
DUK,CPLW,-94,05/20/2025 5:00:00 AM,CAR
DUK,PJM,20,05/20/2025 5:00:00 AM,MIDA
DUK,SC,-327,05/20/2025 5:00:00 AM,CAR
DUK,SCEG,-157,05/20/2025 5:00:00 AM,CAR
DUK,SEPA,94,05/20/2025 5:00:00 AM,SE
DUK,SOCO,974,05/20/2025 5:00:00 AM,SE
DUK,TVA,-74,05/20/2025 5:00:00 AM,TEN
DUK,YAD,7,05/20/2025 5:00:00 AM,CAR
DUK,CPLE,528,05/20/2025 6:00:00 AM,CAR
DUK,CPLW,-85,05/20/2025 6:00:00 AM,CAR
DUK,PJM,109,05/20/2025 6:00:00 AM,MIDA
DUK,SC,-339,05/20/2025 6:00:00 AM,CAR
DUK,SCEG,-175,05/20/2025 6:00:00 AM,CAR
DUK,SEPA,83,05/20/2025 6:00:00 AM,SE
DUK,SOCO,895,05/20/2025 6:00:00 AM,SE
DUK,TVA,-83,05/20/2025 6:00:00 AM,TEN
DUK,YAD,12,05/20/2025 6:00:00 AM,CAR
DUK,CPLE,378,05/20/2025 7:00:00 AM,CAR
